,Category,Message
4248,0,"['i', 'v', 'e', 'b', 'e', 'e', 'n', 't', 'r', 'y', 'i', 'n', 'g', 't', 'o', 'r', 'e', 'a', 'c', 'h', 'h', 'i', 'm', 'w', 'i', 't', 'h', 'o', 'u', 't', 's', 'u', 'c', 'c', 'e', 's', 's']"
4249,0,"['w', 'h', 'e', 'n', 'y', 'o', 'u', 'a', 'n', 'd', 'd', 'e', 'r', 'e', 'k', 'd', 'o', 'n', 'e', 'w', 'i', 't', 'h', 'c', 'l', 'a', 's', 's']"
4250,0,"['n', 'e', 'v', 'e', 'r', 'y', 'l', 'e', 'i', 'i', 'v', 'l', 'a', 'z', 'y', 'g', 'o', 't', 'w', 'a', 't', 'd', 'a', 't', 'd', 'a', 'y', 's', 'e', 'n', 'd', 'm', 'e', 'd', 'a', 'u', 'r', 'l', 'c', 'a', 'n', 't', 'w', 'o', 'r', 'k', 'o', 'n', 'e']"
4251,0,"['n', 'e', 'v', 'e', 'r', 't', 'r', 'y', 'a', 'l', 'o', 'n', 'e', 't', 'o', 't', 'a', 'k', 'e', 't', 'h', 'e', 'w', 'e', 'i', 'g', 'h', 't', 'o', 'f', 'a', 't', 'e', 'a', 'r', 't', 'h', 'a', 't', 'c', 'o', 'm', 'e', 's', 'o', 'u', 't', 'o', 'f', 'u', 'r', 'h', 'e', 'a', 'r', 't', 'a', 'n', 'd', 'f', 'a', 'l', 'l', 's', 't', 'h', 'r', 'o', 'u', 'g', 'h', 'u', 'r', 'e', 'y', 'e', 's', 'a', 'l', 'w', 'a', 'y', 's', 'r', 'e', 'm', 'e', 'm', 'b', 'e', 'r', 'a', 's', 't', 'u', 'p', 'i', 'd', 'f', 'r', 'i', 'e', 'n', 'd', 'i', 's', 'h', 'e', 'r', 'e', 't', 'o', 's', 'h', 'a', 'r', 'e', 'b', 's', 'l', 'v', 'y', 'l']"
4252,0,"['h', 'e', 'y', 'm', 'a', 't', 'e', 's', 'p', 'o', 'k', 'e', 't', 'o', 't', 'h', 'e', 'm', 'a', 'g', 'p', 'e', 'o', 'p', 'l', 'e', 'w', 'e', 'r', 'e', 'o', 'n', 't', 'h', 'e', 'i', 's', 'd', 'e', 'l', 'i', 'v', 'e', 'r', 'b', 'y', 't', 'h', 'e', 'e', 'n', 'd', 'o', 'f', 't', 'h', 'e', 'm', 'o', 'n', 't', 'h', 'd', 'e', 'l', 'i', 'v', 'e', 'r', 'o', 'n', 't', 'h', 'e', '2', '4', 't', 'h', 's', 'e', 'p', 't', 't', 'a', 'l', 'k', 'l', 'a', 't', 'e', 'r']"
4253,0,"['h', 'a', 'h', 'a', 'm', 'y', 'f', 'r', 'i', 'e', 'n', 'd', 't', 'y', 'l', 'e', 'r', 'l', 'i', 't', 'e', 'r', 'a', 'l', 'l', 'y', 'j', 'u', 's', 't', 'a', 's', 'k', 'e', 'd', 'i', 'f', 'y', 'o', 'u', 'c', 'o', 'u', 'l', 'd', 'g', 'e', 't', 'h', 'i', 'm', 'a', 'd', 'u', 'b', 's', 'a', 'c', 'k']"
4254,0,"['h', 'e', 'y', 'd', 'o', 'u', 'f', 'a', 'n', 'c', 'y', 'm', 'e', 'e', 't', 'i', 'n', 'm', 'e', 'a', 't', '4', 'a', 't', 'c', 'h', 'a', 'h', 'a', 'v', 'a', 'l', 'i', 'l', 'b', 'e', 'v', 'e', 'r', 'a', 'g', 'e', 'o', 'n', 'm', 'e', 'i', 'f', 'n', 'o', 't', 't', 'x', 't', 'o', 'r', 'r', 'i', 'n', 'g', 'm', 'e', 'a', 'n', 'd', 'w', 'e', 'c', 'a', 'n', 'm', 'e', 'e', 't', 'u', 'p', 'l', '8', 'r', 'q', 'u', 'i', 't', 'e', 't', 'i', 'r', 'e', 'd', 'g', 'o', 't', 'i', 'n', 'a', 't', '3', 'v', 'p', 'i', 's', 't', 'l', 'o', 'v', 'e', 'p', 'e', 't', 'e', 'x', 'x', 'x']"
4255,0,"['g', 'r', 'e', 'a', 't', 'h', 'a', 'v', 'e', 'a', 's', 'a', 'f', 'e', 't', 'r', 'i', 'p', 'd', 'o', 'n', 't', 'p', 'a', 'n', 'i', 'c', 's', 'u', 'r', 'r', 'e', 'n', 'd', 'e', 'r', 'a', 'l', 'l']"
4256,0,"['s', 'y', 'm', 'p', 't', 'o', 'm', 's', 'w', 'h', 'e', 'n', 'u', 'a', 'r', 'e', 'i', 'n', 'l', 'o', 'v', 'e', '1', 'u', 'l', 'i', 'k', 'e', 'l', 'i', 's', 't', 'e', 'n', 'i', 'n', 'g', 's', 'o', 'n', 'g', 's', '2', 'u', 'g', 'e', 't', 's', 't', 'o', 'p', 'p', 'e', 'd', 'w', 'h', 'e', 'r', 'e', 'u', 's', 'e', 'e', 't', 'h', 'e', 'n', 'a', 'm', 'e', 'o', 'f', 'y', 'o', 'u', 'r', 'b', 'e', 'l', 'o', 'v', 'e', 'd', '3', 'u', 'w', 'o', 'n', 't', 'g', 'e', 't', 'a', 'n', 'g', 'r', 'y', 'w', 'h', 'e', 'n', 'y', 'o', 'u', 'r']"
4257,0,"['s', 'u', 'n', 'a', 'h', 't', 'h', 'k', 'm', 'a', 'y', 'b', 'c', 'a', 'n', 'i', 'f', 'd', 'u', 'n', 'h', 'a', 'v', 'e', 'a', 'n', 'y', 't', 'h', 'i', 'n', 'o', 'n', 't', 'h', 'k', 'h', 'a', 'v', 'e', 't', 'o', 'b', 'o', 'o', 'k', 'e', 'l', 'e', 's', 's', 'o', 'n', 'e', 'p', 'i', 'l', 'a', 't', 'e', 's', 'i', 's', 'a', 't', 'o', 'r', 'c', 'h', 'a', 'r', 'd', 'm', 'r', 't', 'u', 'n', 'o', 'e', 'h', 'o', 'r']"
4258,0,"['t', 'r', 'y', 't', 'o', 'd', 'o', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 'd', 'e', 'a', 'r', 'y', 'o', 'u', 'r', 'e', 'a', 'd', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 'f', 'o', 'r', 'e', 'x', 'a', 'm', 's']"
4259,0,"['g', 'e', 't', 't', 'i', 'n', 'r', 'd', 'y', 't', 'o', 's', 'h', 'i', 'p', 'c', 'o', 'm', 'p']"
4260,0,"['i', 'a', 'm', 'i', 'n', 'h', 'o', 's', 'p', 'i', 't', 'a', 'l', 'd', 'a', 'i', 'w', 'i', 'l', 'l', 'r', 'e', 't', 'u', 'r', 'n', 'h', 'o', 'm', 'e', 'i', 'n', 'e', 'v', 'e', 'n', 'i', 'n', 'g']"
4261,0,"['p', 'i', 's', 's', 'i', 's', 't', 'a', 'l', 'k', 'i', 'n', 'g', 'i', 's', 's', 'o', 'm', 'e', 'o', 'n', 'e', 't', 'h', 'a', 't', 'r', 'e', 'a', 'l', 'i', 's', 'e', 'u', 't', 'h', 'a', 't', 'p', 'o', 'i', 'n', 't', 't', 'h', 'i', 's', 'a', 't', 'i', 's', 'i', 't', 'n', 'o', 'w', 'r', 'e', 'a', 'd', 'i', 't', 'b', 'a', 'c', 'k', 'w', 'a', 'r', 'd', 's']"
4262,0,"['t', 'h', 'i', 'n', 'k', 'd', 'a', 'y', 'o', 'u', 'w', 'i', 'l', 'd', 'o']"
4263,0,"['i', 'm', 'a', 'w', 'a', 'k', 'e', 'o', 'h', 'w', 'h', 'a', 't', 's', 'u', 'p']"
4264,0,"['g', 'o', 'o', 'd', 'a', 'f', 't', 'e', 'r', 'n', 'o', 'o', 'n', 'm', 'y', 'b', 'o', 'y', 't', 'o', 'y', 'h', 'o', 'w', 'g', 'o', 'e', 's', 't', 'h', 'a', 't', 'w', 'a', 'l', 'k', 'i', 'n', 'g', 'h', 'e', 'r', 'e', 'a', 'n', 'd', 't', 'h', 'e', 'r', 'e', 'd', 'a', 'y', 'd', 'i', 'd', 'y', 'o', 'u', 'g', 'e', 't', 't', 'h', 'a', 't', 'p', 'o', 'l', 'i', 'c', 'e', 'a', 'b', 's', 't', 'r', 'a', 'c', 't', 'a', 'r', 'e', 'y', 'o', 'u', 's', 't', 'i', 'l', 'l', 'o', 'u', 't', 'a', 'n', 'd', 'a', 'b', 'o', 'u', 't', 'i', 'w', 'a', 'k', 'e', 'a', 'n', 'd', 'm', 'i', 's', 's', 'y', 'o', 'u', 'b', 'a', 'b', 'e']"
4265,0,"['h', 'o', 'w', 'm', 'u', 'c', 'h', 'u', 't', 'r', 'y', 'i', 'n', 'g', 't', 'o', 'g', 'e', 't']"
4266,0,"['c', 'o', 'm', 'e', 'a', 'r', 'o', 'u', 'n', 'd', 'l', 't', 'd', 'e', 'c', 'i', 'm', 'a', 'l', 'g', 't', 'p', 'm', 'v', 'i', 'k', 'k', 'y', 'i', 'm', 'o', 't', 's', 'i', 'd', 'e', 'n', 'w', 'i', 'l', 'c', 'o', 'm', 'e', 'b', 'y', 't', 'h', 't', 't', 'i', 'm', 'e']"
4267,0,"['t', 'e', 'l', 'l', 'm', 'e', 'a', 'g', 'a', 'i', 'n', 'w', 'h', 'a', 't', 'y', 'o', 'u', 'r', 'a', 'd', 'd', 'r', 'e', 's', 's', 'i', 's']"
4268,0,"['s', 'h', 'o', 'u', 'l', 'd', 'i', 'b', 'u', 'y', 'h', 'i', 'm', 'a', 'b', 'l', 'a', 'c', 'k', 'b', 'e', 'r', 'r', 'y', 'b', 'o', 'l', 'd', '2', 'o', 'r', 't', 'o', 'r', 'c', 'h', 's', 'h', 'o', 'u', 'l', 'd', 'i', 'b', 'u', 'y', 'h', 'i', 'm', 'n', 'e', 'w', 'o', 'r', 'u', 's', 'e', 'd', 'l', 'e', 't', 'm', 'e', 'k', 'n', 'o', 'w', 'p', 'l', 'u', 's', 'a', 'r', 'e', 'y', 'o', 'u', 's', 'a', 'y', 'i', 'n', 'g', 'i', 's', 'h', 'o', 'u', 'l', 'd', 'b', 'u', 'y', 't', 'h', 'e', 'l', 't', 'g', 't', 'g', 'w', 'i', 'f', 'i', 'i', 'p', 'a', 'd', 'a', 'n', 'd', 'w', 'h', 'a', 't', 'a', 'r', 'e', 'y', 'o', 'u', 's', 'a', 'y', 'i', 'n', 'g', 'a', 'b', 'o', 'u', 't', 't', 'h', 'e', 'a', 'b', 'o', 'u', 't', 't', 'h', 'e', 'l', 't', 'g', 't', 'g']"
4269,0,"['b', 'u', 't', 'y', 'o', 'u', 'w', 'e', 'r', 'e', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', 's', 'o', 'y', 'o', 'u', 's', 'h', 'o', 'u', 'l', 'd', 'b', 'e', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'a', 'b', 'o', 'u', 't', 'h', 'i', 'm']"
4270,0,"['h', 'i', 'y', 'a', 'h', 'o', 'w', 's', 'i', 't', 'g', 'o', 'i', 'n', 'g', 'i', 'n', 's', 'u', 'n', 'n', 'y', 'a', 'f', 'r', 'i', 'c', 'a', 'h', 'o', 'p', 'e', 'u', 'r', 'a', 'v', 'i', 'n', 'a', 'g', 'o', 'o', 'd', 't', 'i', 'm', 'e', 'g', 'i', 'v', 'e', 't', 'h', 'a', 't', 'b', 'i', 'g', 'o', 'l', 'd', 's', 'i', 'l', 'v', 'e', 'r', 'b', 'a', 'c', 'k', 'a', 'b', 'i', 'g', 'k', 'i', 's', 's', 'f', 'r', 'o', 'm', 'm', 'e']"
4271,0,"['a', 't', 'w', 'h', 'a', 't', 't', 'i', 'm', 'e', 's', 'h', 'o', 'u', 'l', 'd', 'i', 'c', 'o', 'm', 'e', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w']"
4272,1,"['w', 'a', 'n', 'n', 'a', 'h', 'a', 'v', 'e', 'a', 'l', 'a', 'u', 'g', 'h', 't', 'r', 'y', 'c', 'h', 'i', 't', 'c', 'h', 'a', 't', 'o', 'n', 'y', 'o', 'u', 'r', 'm', 'o', 'b', 'i', 'l', 'e', 'n', 'o', 'w', 'l', 'o', 'g', 'o', 'n', 'b', 'y', 't', 'x', 't', 'i', 'n', 'g', 't', 'h', 'e', 'w', 'o', 'r', 'd', 'c', 'h', 'a', 't', 'a', 'n', 'd', 's', 'e', 'n', 'd', 'i', 't', 't', 'o', 'n', 'o', '8', '8', '8', '3', 'c', 'm', 'p', 'o', 'b', 'o', 'x', '4', '2', '1', '7', 'l', 'o', 'n', 'd', 'o', 'n', 'w', '1', 'a', '6', 'z', 'f', '1', '6', '1', '1', '8', 'p', 'm', 's', 'g', 'r', 'c', 'v', 'd']"
4273,0,"['c', 'h', 'a', 'q', 'u', 'i', 't', 'e', 'a', 'm', 'u', 'z', 'i', 'n', 'g', 't', 'h', 'a', 't', 's', 'c', 'o', 'o', 'l', 'b', 'a', 'b', 'e']"
4274,0,"['o', 'm', 'g', 'h', 'o', 'w', 'd', 'i', 'd', 'u', 'k', 'n', 'o', 'w', 'w', 'h', 'a', 't', 'i', 'a', 't', 'e']"
4275,1,"['u', 'r', 'g', 'e', 'n', 't', 't', 'h', 'i', 's', 'i', 's', 't', 'h', 'e', '2', 'n', 'd', 'a', 't', 't', 'e', 'm', 'p', 't', 't', 'o', 'c', 'o', 'n', 't', 'a', 'c', 't', 'u', 'u', 'h', 'a', 'v', 'e', 'w', 'o', 'n', '1', '0', '0', '0', 'c', 'a', 'l', 'l', '0', '9', '0', '7', '1', '5', '1', '2', '4', '3', '2', 'b', '4', '3', '0', '0', '6', '0', '3', 't', 'c', 's', 'b', 'c', 'm', '4', '2', '3', '5', 'w', 'c', '1', 'n', '3', 'x', 'x', 'c', 'a', 'l', 'l', 'c', 'o', 's', 't', '1', '5', '0', 'p', 'p', 'm', 'm', 'o', 'b', 'i', 'l', 'e', 's', 'v', 'a', 'r', 'y', 'm', 'a', 'x', '7', '5', '0']"
4276,0,"['b', 'u', 't', 'y', 'o', 'u', 'r', 'n', 'o', 't', 'h', 'e', 'r', 'e']"
4277,0,"['n', 'o', 't', 'd', 'i', 'r', 'e', 'c', 't', 'l', 'y', 'b', 'e', 'h', 'i', 'n', 'd', 'a', 'b', 't', '4', 'r', 'o', 'w', 's', 'b', 'e', 'h', 'i', 'n', 'd']"
4278,1,"['c', 'o', 'n', 'g', 'r', 'a', 't', 'u', 'l', 'a', 't', 'i', 'o', 'n', 's', 'u', 'r', 'a', 'w', 'a', 'r', 'd', 'e', 'd', '5', '0', '0', 'o', 'f', 'c', 'd', 'v', 'o', 'u', 'c', 'h', 'e', 'r', 's', 'o', 'r', '1', '2', '5', 'g', 'i', 'f', 't', 'g', 'u', 'a', 'r', 'a', 'n', 't', 'e', 'e', 'd', 'f', 'r', 'e', 'e', 'e', 'n', 't', 'r', 'y', '2', '1', '0', '0', 'w', 'k', 'l', 'y', 'd', 'r', 'a', 'w', 't', 'x', 't', 'm', 'u', 's', 'i', 'c', 't', 'o', '8', '7', '0', '6', '6']"
4279,1,"['h', 'a', 'd', 'y', 'o', 'u', 'r', 'c', 'o', 'n', 't', 'r', 'a', 'c', 't', 'm', 'o', 'b', 'i', 'l', 'e', '1', '1', 'm', 'n', 't', 'h', 's', 'l', 'a', 't', 'e', 's', 't', 'm', 'o', 't', 'o', 'r', 'o', 'l', 'a', 'n', 'o', 'k', 'i', 'a', 'e', 't', 'c', 'a', 'l', 'l', 'f', 'r', 'e', 'e', 'd', 'o', 'u', 'b', 'l', 'e', 'm', 'i', 'n', 's', 't', 'e', 'x', 't', 'o', 'n', 'o', 'r', 'a', 'n', 'g', 'e', 't', 'a', 'r', 'i', 'f', 'f', 's', 't', 'e', 'x', 't', 'y', 'e', 's', 'f', 'o', 'r', 'c', 'a', 'l', 'l', 'b', 'a', 'c', 'k', 'n', 'o', 't', 'o', 'r', 'e', 'm', 'o', 'v', 'e', 'f', 'r', 'o', 'm', 'r', 'e', 'c', 'o', 'r', 'd', 's']"
4280,1,"['u', 'r', 'g', 'e', 'n', 't', 'c', 'a', 'l', 'l', '0', '9', '0', '6', '6', '3', '5', '0', '7', '5', '0', 'f', 'r', 'o', 'm', 'y', 'o', 'u', 'r', 'l', 'a', 'n', 'd', 'l', 'i', 'n', 'e', 'y', 'o', 'u', 'r', 'c', 'o', 'm', 'p', 'l', 'i', 'm', 'e', 'n', 't', 'a', 'r', 'y', '4', 'i', 'b', 'i', 'z', 'a', 'h', 'o', 'l', 'i', 'd', 'a', 'y', 'o', 'r', '1', '0', '0', '0', '0', 'c', 'a', 's', 'h', 'a', 'w', 'a', 'i', 't', 'c', 'o', 'l', 'l', 'e', 'c', 't', 'i', 'o', 'n', 's', 'a', 'e', 't', 'c', 's', 'p', 'o', 'b', 'o', 'x', '4', '3', '4', 's', 'k', '3', '8', 'w', 'p', '1', '5', '0', 'p', 'p', 'm', '1', '8']"
4281,0,"['n', 'o', 'p', 'l', 'a', 'n', 's', 'y', 'e', 't', 'w', 'h', 'a', 't', 'a', 'r', 'e', 'y', 'o', 'u', 'd', 'o', 'i', 'n', 'g']"
4282,0,"['h', 'i', 'm', 'y', 'e', 'n', 'g', 'a', 'g', 'e', 'm', 'e', 'n', 't', 'h', 'a', 's', 'b', 'e', 'e', 'n', 'f', 'i', 'x', 'd', 'o', 'n', 'l', 't', 'g', 't', 't', 'h', 'o', 'f', 'n', 'e', 'x', 't', 'm', 'o', 'n', 't', 'h', 'i', 'k', 'n', 'o', 'w', 'i', 't', 's', 'r', 'e', 'a', 'l', 'l', 'y', 's', 'h', 'o', 'c', 'k', 'i', 'n', 'g', 'b', 't', 'h', 'm', 'm', 'n', 'j', 'a', 'n', 'v', 'i', 'l', 'i', 'k', 'k', 'a', 'm', 't', 'w', 's', 'a', 'l', 'o', 'f', 'a', 's', 'u', 'd', 'n']"
4283,0,"['n', 'o', 't', 'c', 'o', 'u', 'r', 's', 'e', 'o', 'n', 'l', 'y', 'm', 'a', 't', 'h', 's', 'o', 'n', 'e', 'd', 'a', 'y', 'o', 'n', 'e', 'c', 'h', 'a', 'p', 't', 'e', 'r', 'w', 'i', 't', 'h', 'i', 'n', 'o', 'n', 'e', 'm', 'o', 'n', 't', 'h', 'w', 'e', 'c', 'a', 'n', 'f', 'i', 'n', 'i', 's', 'h']"
4284,0,"['w', 'o', 'w', 'd', 'i', 'd', 'n', 't', 't', 'h', 'i', 'n', 'k', 'i', 't', 'w', 'a', 's', 't', 'h', 'a', 't', 'c', 'o', 'm', 'm', 'o', 'n', 'i', 't', 'a', 'k', 'e', 'i', 't', 'a', 'l', 'l', 'b', 'a', 'c', 'k', 'u', 'r', 'n', 'o', 't', 'a', 'f', 'r', 'e', 'a', 'k', 'u', 'n', 'l', 'e', 's', 's', 'u', 'c', 'h', 'o', 'p', 'i', 't', 'o', 'f', 'f']"
4285,0,"['n', 'o', 'o', 'o', 'o', 'o', 'o', 'o', 'o', 'p', 'l', 'e', 'a', 's', 'e', 'l', 'a', 's', 't', 't', 'h', 'i', 'n', 'g', 'i', 'n', 'e', 'e', 'd', 'i', 's', 's', 't', 'r', 'e', 's', 's', 'f', 'o', 'r', 'o', 'n', 'c', 'e', 'i', 'n', 'y', 'o', 'u', 'r', 'l', 'i', 'f', 'e', 'b', 'e', 'f', 'a', 'i', 'r']"
4286,1,"['u', 'h', 'a', 'v', 'e', 'a', 's', 'e', 'c', 'r', 'e', 't', 'a', 'd', 'm', 'i', 'r', 'e', 'r', 'w', 'h', 'o', 'i', 's', 'l', 'o', 'o', 'k', 'i', 'n', 'g', '2', 'm', 'a', 'k', 'e', 'c', 'o', 'n', 't', 'a', 'c', 't', 'w', 'i', 't', 'h', 'u', 'f', 'i', 'n', 'd', 'o', 'u', 't', 'w', 'h', 'o', 't', 'h', 'e', 'y', 'r', 'r', 'e', 'v', 'e', 'a', 'l', 'w', 'h', 'o', 't', 'h', 'i', 'n', 'k', 's', 'u', 'r', 's', 'o', 's', 'p', 'e', 'c', 'i', 'a', 'l', 'c', 'a', 'l', 'l', 'o', 'n', '0', '9', '0', '6', '5', '1', '7', '1', '1', '4', '2', 's', 't', 'o', 'p', 's', 'm', 's', '0', '8', '7', '1', '8', '7', '2', '7', '8', '7', '0', '1', '5', '0', 'p', 'p', 'm']"
4287,0,"['i', 'l', 'l', 's', 'e', 'e', 'i', 'f', 'i', 'c', 'a', 'n', 's', 'w', 'i', 'n', 'g', 'b', 'y', 'i', 'n', 'a', 'b', 'i', 't', 'g', 'o', 't', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 's', 't', 'o', 't', 'a', 'k', 'e', 'c', 'a', 'r', 'e', 'o', 'f', 'h', 'e', 'r', 'e', 'f', 'i', 'r', 's', 'g']"
4288,0,"['i', 'w', 'a', 'n', 't', 'e', 'd', 't', 'o', 'w', 'i', 's', 'h', 'y', 'o', 'u', 'a', 'h', 'a', 'p', 'p', 'y', 'n', 'e', 'w', 'y', 'e', 'a', 'r', 'a', 'n', 'd', 'i', 'w', 'a', 'n', 't', 'e', 'd', 't', 'o', 't', 'a', 'l', 'k', 't', 'o', 'y', 'o', 'u', 'a', 'b', 'o', 'u', 't', 's', 'o', 'm', 'e', 'l', 'e', 'g', 'a', 'l', 'a', 'd', 'v', 'i', 'c', 'e', 't', 'o', 'd', 'o', 'w', 'i', 't', 'h', 'w', 'h', 'e', 'n', 'g', 'a', 'r', 'y', 'a', 'n', 'd', 'i', 's', 'p', 'l', 'i', 't', 'b', 'u', 't', 'i', 'n', 'p', 'e', 'r', 's', 'o', 'n', 'i', 'l', 'l', 'm', 'a', 'k', 'e', 'a', 't', 'r', 'i', 'p', 't', 'o', 'p', 't', 'b', 'o', 'f', 'o', 'r', 't', 'h', 'a', 't', 'i', 'h', 'o', 'p', 'e', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', 'i', 's', 'g', 'o', 'o', 'd', 'w', 'i', 't', 'h', 'y', 'o', 'u', 'b', 'a', 'b', 'e', 'a', 'n', 'd', 'i', 'l', 'o', 'v', 'e', 'y', 'a']"
4289,0,"['h', 'a', 'v', 'e', 'y', 'o', 'u', 'n', 'o', 't', 'f', 'i', 'n', 'i', 's', 'h', 'e', 'd', 'w', 'o', 'r', 'k', 'y', 'e', 't', 'o', 'r', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g']"
4290,0,"['r', 'i', 'g', 'h', 't', 'i', 't', 'w', 'a', 's', 'n', 't', 'y', 'o', 'u', 'w', 'h', 'o', 'p', 'h', 'o', 'n', 'e', 'd', 'i', 't', 'w', 'a', 's', 's', 'o', 'm', 'e', 'o', 'n', 'e', 'w', 'i', 't', 'h', 'a', 'n', 'u', 'm', 'b', 'e', 'r', 'l', 'i', 'k', 'e', 'y', 'o', 'u', 'r', 's']"
4291,0,"['i', 't', 's', 'o', 'k', 'i', 'w', 'u', 'n', 'b', 'a', 'n', 'g', 'r', 'y', 'm', 's', 'g', 'u', 'a', 'f', 't', 'i', 'c', 'o', 'm', 'e', 'h', 'o', 'm', 'e', 't', 'o', 'n', 'i', 'g', 'h', 't']"
4292,0,"['i', 'h', 'a', 'd', 'a', 'g', 'o', 'o', 'd', 't', 'i', 'm', 'e', 't', 'o', 'o', 'i', 't', 's', 'n', 'i', 'c', 'e', 't', 'o', 'd', 'o', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 'a', 'b', 'i', 't', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', 'w', 'i', 't', 'h', 'm', 'y', 'w', 'e', 'e', 'k', 'e', 'n', 'd', 's', 'f', 'o', 'r', 'a', 'c', 'h', 'a', 'n', 'g', 'e', 's', 'e', 'e', 'y', 'a', 's', 'o', 'o', 'n']"
4293,0,"['y', 'o', 's', 'o', 'r', 'r', 'y', 'w', 'a', 's', 'i', 'n', 't', 'h', 'e', 's', 'h', 'o', 'w', 'e', 'r', 's', 'u', 'p']"
4294,0,"['c', 'a', 'r', 'l', 'o', 's', 'i', 's', 'd', 'o', 'w', 'n', 'b', 'u', 't', 'i', 'h', 'a', 'v', 'e', 't', 'o', 'p', 'i', 'c', 'k', 'i', 't', 'u', 'p', 'f', 'r', 'o', 'm', 'h', 'i', 'm', 's', 'o', 'i', 'l', 'l', 's', 'w', 'i', 'n', 'g', 'b', 'y', 'u', 's', 'f', 'i', 'n', 'a', 'l', 'i', 't', 't', 'l', 'e', 'b', 'i', 't']"
4295,0,"['f', 'u', 'l', 'l', 'h', 'e', 'a', 't', 'p', 'a', 'i', 'h', 'a', 'v', 'e', 'a', 'p', 'p', 'l', 'y', 'e', 'd', 'o', 'i', 'l', 'p', 'a']"
4296,0,"['i', 'm', 's', 't', 'u', 'c', 'k', 'i', 'n', 'd', 'a', 'm', 'i', 'd', 'd', 'l', 'e', 'o', 'f', 'd', 'a', 'r', 'o', 'w', 'o', 'n', 'd', 'a', 'r', 'i', 'g', 'h', 't', 'h', 'a', 'n', 'd', 's', 'i', 'd', 'e', 'o', 'f', 'd', 'a', 'l', 't']"
4297,0,"['h', 'a', 'v', 'e', 'y', 'o', 'u', 'l', 'a', 'i', 'd', 'y', 'o', 'u', 'r', 'a', 'i', 'r', 't', 'e', 'l', 'l', 'i', 'n', 'e', 't', 'o', 'r', 'e', 's', 't']"
4298,0,"['h', 'i', 'd', 'i', 'd', 'u', 'd', 'e', 'c', 'i', 'd', 'e', 'w', 'o', 't', '2', 'g', 'e', 't', '4', 'h', 'i', 's', 'b', 'd', 'a', 'y', 'i', 'f', 'n', 'o', 't', 'i', 'l', 'l', 'p', 'r', 'o', 'b', 'j', 'u', 's', 'g', 'e', 't', 'h', 'i', 'm', 'a', 'v', 'o', 'u', 'c', 'h', 'e', 'r', 'f', 'r', 'm', 'v', 'i', 'r', 'g', 'i', 'n', 'o', 'r', 's', 'u', 'm', 'f', 'i', 'n', 'g']"
4299,1,"['f', 'r', 'e', 'e', 'm', 's', 'g', 't', 'x', 't', 'c', 'a', 'l', 'l', 't', 'o', 'n', 'o', '8', '6', '8', '8', '8', 'c', 'l', 'a', 'i', 'm', 'y', 'o', 'u', 'r', 'r', 'e', 'w', 'a', 'r', 'd', 'o', 'f', '3', 'h', 'o', 'u', 'r', 's', 't', 'a', 'l', 'k', 't', 'i', 'm', 'e', 't', 'o', 'u', 's', 'e', 'f', 'r', 'o', 'm', 'y', 'o', 'u', 'r', 'p', 'h', 'o', 'n', 'e', 'n', 'o', 'w', 's', 'u', 'b', 's', 'c', 'r', 'i', 'b', 'e', '6', 'g', 'b', 'p', 'm', 'n', 't', 'h', 'i', 'n', 'c', '3', 'h', 'r', 's', '1', '6', 's', 't', 'o', 'p', 't', 'x', 't', 's', 't', 'o', 'p']"
4300,0,"['h', 'e', 'y', 'j', 'r', 'u', 'f', 'e', 'e', 'l', 'i', 'n', 'g', 'a', 'n', 'y', 'b', 'e', 't', 't', 'e', 'r']"
4301,0,"['a', 'n', 'd', 'i', 'd', 'o', 'n', 't', 'p', 'l', 'a', 'n', 'o', 'n', 's', 't', 'a', 'y', 'i', 'n', 'g', 't', 'h', 'e', 'n', 'i', 'g', 'h', 't', 'b', 'u', 't', 'i', 'p', 'r', 'o', 'l', 'l', 'y', 'w', 'o', 'n', 't', 'b', 'e', 'b', 'a', 'c', 'k', 't', 'i', 'l', 'l', 'a', 't', 'e']"
4302,0,"['t', 'h', 'a', 'n', 'x', '4', 'p', 'u', 't', 't', 'i', 'n', 'd', 'a', 'f', 'o', 'n', 'e', 'd', 'o', 'w', 'n', 'o', 'n', 'm', 'e']"
4303,0,"['i', 'n', 'e', 'e', 'd', 'a', 'n', '8', 't', 'h', 'b', 'u', 't', 'i', 'm', 'o', 'f', 'f', 'c', 'a', 'm', 'p', 'u', 's', 'a', 't', 'm', 'c', 'o', 'u', 'l', 'd', 'i', 'p', 'i', 'c', 'k', 'u', 'p', 'i', 'n', 'a', 'n', 'h', 'o', 'u', 'r', 'o', 'r', 't', 'w', 'o']"
